Date,Full Retreat and Summaries,Title of Event,#,Transcript or Writing,Title of Talk or Writing,Link,Broad Topics,Detailed Topics
2011-02-07,,Metta and Emptiness (Level 1),4,2011_0207 Second Instructions and Guided Metta Meditation.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/MSBTrXl4roQHwNP7oT1i4A/dNabyluWDzLvCrtUqt2QSiUudNd-qeTslYz6CIfTOQYwOB5lsFvDo8KrD_ZeJ8Lq8gErsCL5-xXynK8MLdtwAEOBDoo5Jg_t1FC4xolU1sTf_NFAfE_NpqNvhzlxA9rZ29lk_Xrlmb_r6UODcKSYEQ/tiNjOWrHs0CarXEUNJI-0ptTphEIA5XNQ3G7QVN7wUo),Second Instructions and Guided Metta Meditation,https://dharmaseed.org/teacher/210/talk/12524/,"brahmaviharas,emptiness/insight","metta,guided meditation on metta,hindrances,metta: navigating (sailing) practice when smooth or difficult,metta: working with phrases,metta: practicing with the body,metta to self,metta to easiest person / benefactor,energy body"
2011-02-08,,Metta and Emptiness (Level 1),5,2011_0208 Refining the Metta Practice - Question and Answer Session 1.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/cHvOlFaKNEAtohTA-d6K8Q/xYfODQd36VxXuiZq3Ck-fMkoxX7aNIvYxzBmun5Yui0e6yw46H8D8rXrFKVhCBxXGqUBMuRkqvN0FJchfR5wlVd3KA3biR71g_7TZXivZoVtVQMs-B0H5ayDJ0X1JObYbU2ioCVwdj2bXTUR4oFWo04elaNE998HQu9aXbfkp4c/nm3eN-ZOqX5GYECUnLwm8Yf7X9vkY3jBmYvJ9W0jvMQ),Refining the Metta Practice (Question and Answer Session 1),https://dharmaseed.org/teacher/210/talk/12518/,"brahmaviharas,emptiness/insight","metta,insight and cultivation (aspects or wings of the path),inertia,metta: informal or off-cushion practice,energy body,""oneness/vastness, different flavors of (love, awareness, etc.)"",malleability of perception,working with pain / discomfort,metta to friend"
2011-02-09,,Metta and Emptiness (Level 1),6,2011_0209 Fourth Instructions and Guided Metta Meditation.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/tOO_hrbLO3EZjpJYGHg2cQ/_GO1KbVmjNsslJdcG3mrHungtf1uEj5toCREANn06Ledp6HlVBNUivRVaMBtcb8KXFZYlK94wZtm1Bo8Je3Lu9XaSVZybGfdg-V_Bw8GQaJxJL8vI4HyZJkEsGd9EYqvX3OuwZAYPgO5kCBzhYKz9g/cQ1UMfk9IItJHjEh3h3Hk_CsiSsq8WUuxrzH1cpyKm0),Fourth Instructions and Guided Metta Meditation,https://dharmaseed.org/teacher/210/talk/12519/,"brahmaviharas,emptiness/insight","metta,samadhi,energy body,metta: navigating (sailing) practice when smooth or difficult,working with pain / discomfort,""samadhi: aspects of samadhi (well-being, focus, energization, etc.)"",samadhi and insight: order of practice,working with difficult emotions / sensations / energies,metta: practicing with the body,metta: ways of practicing without phrases,guided meditation on metta,guided imagination meditation"
2011-02-09,,Metta and Emptiness (Level 1),7,2011_0209 Ending Blame.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/TH2SB2E2LZrjltMgsei2Hg/DFixuw3_ZkwGwNijrNaEvs5on9jGg0mxOlMPqVmyfkgC21RcPpmFeVV3dIgefcCsT-eEMfnQSzXUjkszK3rPSExvfDUpmvce30Z9kCozHN4/v-SY-CKAFAfqUpKC3-f5IimGjrahXjKVn1vz4a8VAvY),Ending Blame,https://dharmaseed.org/teacher/210/talk/12514/,"brahmaviharas,emptiness/insight","metta,blame,personality level - working with reified self,emotions,emptiness/insight: examining inner and outer conditions,views/orientations in practice,""self-views, noticing and practicing with"",sexuality/romantic relationships,emotions / mind states: shame or unworthiness"
2011-02-10,,Metta and Emptiness (Level 1),8,2011_0210 Fifth Instructions and Guided Metta Meditation.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/2jmNm3x86wFf1ioaI_-qog/AgaQBkjTCWih8WMqMkCfYQs5ygJ7DwdRPwgV7sSDklzIwlUCIk5BVyk9ged1jsGKIvAY22zACrrJ6Beb7ZFOpp02oSXD1dzlatlqBLmc9KI5Mkk7GlYkgv2GZt0ge7iQwHSV-BePx9yP9TI8pm7idA/CszDV62_DbshvCKFDoEcimZduVFjwQ2kowJXeczLhgs),Fifth Instructions and Guided Metta Meditation,https://dharmaseed.org/teacher/210/talk/12515/,"brahmaviharas,emptiness/insight","metta,metta to neutral person,guided meditation on metta"
2011-02-10,,Metta and Emptiness (Level 1),9,2011_0210 Question and Answer Session 2.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/VAzXaZ9hzd_682n-ZE-tCw/jm4iZCw-jHjt8EWtUmve6SoZA81d8bbr6uI6e0kyqNS-sFVtPwQeXo-ThPIDx4tsQbpu8ZQkvGngOZOvaWFY8Me5vkWzgHPJEh7NymAfib0ilLfHt-OA7EVx8VGPkMyi/W89Xuo3xLh0mgMDfuV_FcmpjSC7Rb5QYV2gbkeKgp6Q),Question and Answer Session 2,https://dharmaseed.org/teacher/210/talk/12525/,"brahmaviharas,emptiness/insight","metta,metta: navigating (sailing) practice when smooth or difficult,clinging / craving: practical approaches,working with pain / discomfort,gratitude and appreciation,emptiness: what is emptiness?,""emptiness/insight: understanding, not just having experiences"",jhana,""emptiness/insight: fading, unfabricating"""
2011-02-12,,Metta and Emptiness (Level 1),10,2011_0212 Seventh Instructions and Guided Metta Meditation - Metta and Emptiness.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/s0KRmLVHf9Rqkd4k4HMGbA/xTorT4eIJObkk5KB8nh6GsNgLa6IDyJ2HEsuaJiMe3ixVCC9imOMtOfoqLO059eDxkqyYey2Oe48kE5vd1JpnEiR1umBPEXs79-CubE7sK7jIvvde1FfqqDyyMyi11PtU9bQ0ihcACNZ5Dfqm425w-gOGo7GkB9DJUSflAOFMSPqfeZd5bBZvvC1DFfLkMWb/HPtOyGpppWU7uor3g4eR3xKVpND6tGNHPpr8FqRFyYY),Seventh Instructions and Guided Metta Meditation: Metta and Emptiness,https://dharmaseed.org/teacher/210/talk/12526/,"brahmaviharas,emptiness/insight","metta,metta to all beings,emptiness/insight: cementing and consolidating insights,emptiness/insight: how does insight deepen?,inquiring"
2011-02-12,,Metta and Emptiness (Level 1),11,2011_0212 Contact and the Construction of Self.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/aT-vuPY2Al6dR1TpktsQqA/-peiWsnR16WClE1tveldfikWvwDOVE2ggCoXz4clQfnVqo1bDkqg1cD6bfHd81RWxTgHYlOaJyqcUDPW7czDEVM1hjxYALYnUyCOh1fSzX3nsBUa3wz2f204x7GFEEpc6VB32fZZzzrbicumtkOAvw/2F-5J454Y5ugTDL-uIVSxaW9i_sNrdzjUlBNtJJT52M),Contact and the Construction of Self,https://dharmaseed.org/teacher/210/talk/12513/,"brahmaviharas,emptiness/insight","metta,""self-views, noticing and practicing with"",""emptiness: inquiring into the construction of suffering, self, world"",close investigation of experience / 'bare attention',goals and effort,""non-doing, reluctance to 'do' in practice"",""avijja (ignorance, fundamental delusion)"",""mindfulness, foundations of: second foundation (vedana)"""
2011-02-13,,Metta and Emptiness (Level 1),12,2011_0213 Ways of Looking - 1 Anicca.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/Lh6ciMQShLLrnGaANKSe7g/dOdUAWQdMJEuwdEAWvaoyrmsdNHRJ-iLh9tANHliE7X4tnuSyI8PQGDO_Ff2PJRwsx8UQx-c1YDCc2Ui_zsEmMYy4jIhePAgwaRIoZtboV-4ugeMyh49AJkc3jM1kc_X/2RGy8NzCdWHyFIHbZHpGjUd7vxWTqIWavI6claxhUAA),Ways of Looking: (1) Anicca,https://dharmaseed.org/teacher/210/talk/12529/,"brahmaviharas,emptiness/insight","metta,three characteristics,impermanence (anicca),definitions: what is insight?,emptiness/insight: list of impermanence (anicca) practices"
2011-02-14,,Metta and Emptiness (Level 1),13,"""2011_0214 Impermanence, Love, Emptiness - Question and Answer Session 3.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/Keut5xtE5ySvjpjfVNApJg/Hs5UlqAAcDObXRQn-T5KCsgU3e8LU8nOlRfVoE30njqMRD2zbxyRy2aHil8EZwa2VpHzTwx1KNtT3TtKmvy_vHzh-VFHP-gGSwlLK3gw4dgBRqMXqM16up-9m0NsiDbSUPJoNENP4iLwEeebwGVDCOAwQboMgY9hZfIqcepdivQ/a__XO9OY19y4E3gamGSH8cq3ADlRKIN1HDC-kZ0lL04)""","Impermanence, Love, Emptiness (Question and Answer Session 3)",https://dharmaseed.org/teacher/210/talk/12528/,"brahmaviharas,emptiness/insight","metta,three characteristics,emotions / mind states: fear and anxiety,emptiness/insight: doubts/concerns in or about practice,""oneness/vastness, different flavors of (love, awareness, etc.)"",beyond spaciousness/the vastness of awareness,jhana,emptiness/insight: emptiness of impermanence,goals and effort,impermanence (anicca),""self-views, noticing and practicing with"",purification / stored psychological material"
2011-02-15,,Metta and Emptiness (Level 1),14,2011_0215 Ways of Looking - 2 Dukkha.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/wkxHFL6nMdv-kW1SxXjl9A/V1zvER9iLJSTO-w2jBOZZTgGPYaiLnalL3GscP2WDB1ikONr9IaXyczN0uRhEJYRyZEO_Dk0cw8_lEE47aQmE0wTgJMBfCM-G2lpzIiEJCb3gjXmdcuTz2H48RdYsxdB/Bya9NoCw8ZuF5_pdu7JI7TMEfPQY_mr4wWQWCD7CxXQ),Ways of Looking: (2) Dukkha,https://dharmaseed.org/teacher/210/talk/12531/,"brahmaviharas,emptiness/insight","metta,three characteristics,emptiness/insight: list of dukkha (suffering) practices,dukkha (suffering),""holy discontent, holy disinterest"""
2011-02-16,,Metta and Emptiness (Level 1),15,2011_0216 Deepening Into Emptiness - Question and Answer Session 4.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/xYTtrKJehc5UF95sv6Wp_A/aOYQHU2UblM-nXGjjyxuYO8niH-JWlJ08QQwtcRxNlmRmnUrwx38djLMuNlPN3gnTmp0jwAscuuopfs1t5BeidQwUz_-ZW3Bwa3BUo-I4rsqBRSZ0rfxtEEwDundlUGyMI9KUbcPuZ8a06HrvXZFGEzhh6rSkm9YU9N6nSeZJA0/jpHIZaQY5McLd_R9domCNysSAJwSIdfEz6lIbgyu0PI),Deepening Into Emptiness (Question and Answer Session 4),https://dharmaseed.org/teacher/210/talk/12520/,"brahmaviharas,emptiness/insight","metta,emotions / mind states: fear and anxiety,working with sense of lack,awakening,""self-views, noticing and practicing with"",Middle Way of emptiness,emptiness/insight: picking up and putting down emptiness,modern physics / quantum physics,""emptiness/insight: dependent arising, mutual dependence"",emptiness/insight: relationship of conventional reality with emptiness,equanimity,""oneness/vastness, different flavors of (love, awareness, etc.)"""
2011-02-17,,Metta and Emptiness (Level 1),16,2011_0217 Ways of Looking - 3 Anatta.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/YtFGtknDqXzBejQ_vbg7Vg/h6CUF8o7oBKJkumTn02WxgiHMhg7o-EzdnsQfS2yEPcta2As-XbvGXOPIOnKaqM_NG4jGuP8Mgy3nFX1g52rhcBYWfhFlNFIS9InDwZWejogLTlquoNB_GbgnDKUOwYa/LJ1GB30L8mRf4GXUvPat4b0ER4ZXY868ZOdhbZkc5UI),Ways of Looking: (3) Anatta,https://dharmaseed.org/teacher/210/talk/12530/,"brahmaviharas,emptiness/insight","metta,three characteristics,not-self (anatta),Middle Way of emptiness,aggregates (skandhas),critique: view of aggregates/everything as a process,emptiness/insight: list of anatta (emptiness of self) practices,emptiness/insight: kink in the carpet phenomenon,""non-doing, reluctance to 'do' in practice"""
2011-02-19,,Metta and Emptiness (Level 1),17,2011_0219 Questioning Reality - Question and Answer Session 5.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/FOd3KpcuxGeHjAG68WrryQ/lN0dX6bz4IZYP05POdZOKmuSGyl_BATrsw9u2e0AN0sNP3U5lgPoCMmcyebL7_G5KwHI8BKcGOEv7btT0xZ8Sd560KN2B797cWZPSDoKFh7mRU25CtCSRVVM8ic1zE3Tp2NdxtEPurcWDthew7ZT6NfRhYbAd2QUwXtZrfOJJyc/Pr1Y6AcNH_ygn_Z1QWW5roO79VQad05AUUmq5e9BS7w),Questioning Reality (Question and Answer Session 5),https://dharmaseed.org/teacher/210/talk/12517/,"brahmaviharas,emptiness/insight","metta,concepts/logos: the place of ideas in practice,not-self (anatta),aggregates (skandhas),working with subtle reification/self-identification,clarity/vividness as a stage or bandwidth of unfabricating,emptiness of time,""emptiness/insight: working with flatness, disconnection"",desire/eros,working with pain / discomfort,desire: inquiring into deeper desires,kilesas,""emptiness/insight: understanding, not just having experiences"",""emptiness/insight: stepping-stones, insight building on insight"",three characteristics"
2011-02-20,,Metta and Emptiness (Level 1),18,2011_0220 Question and Answer Session 6.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/py3MDR5EEmygmENegm-7PA/Gag0wN-jq2QXvsdnbi9Yl2vd48yZuCDPcjxMkizbS--G8L5iRIP_g5O34re9_fZXmnlVOeLBxOCkxdjVvF4Dsc8F4mZ6ikCf0tjMGXdnYbQbCoflKY90E0ohRnIEELAF/kXYsDd3ija_Qy3v88497cOxDcDf_p7EUTjNQkRguROU),Question and Answer Session 6,n/a,"brahmaviharas,emptiness/insight","metta,dukkha: based on belief in reality of things,aging/sickness/death,""overestimating effect of mind on body, health, illness"",malleability of perception,not-self (anatta),""ways of looking, subtexts in"",working with thought in practice"
2011-02-22,,Metta and Emptiness (Level 1),19,2011_0222 Guided Meditation - The Play of Appearances.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/TBjoaXOU5qJIgb2ulghJWw/hESC5VVrZoFb-zuTLo3fp10UQUYvR61Xnm4V7MtgcYK_ulL6dFd1LmOc2B2GD50r4WFlk3iSuco7uu8Om3eI8KR-NqxH7JpqjAElSHzXg01kAvapuMdaLVh5D_bEtHAx0AR0JC_bL25HUgGXpmrkEQ/E8e8V9y-twduseTc-NB-qvNDJXBlmFmrdQGsahvnvtU),Guided Meditation - The Play of Appearances,https://dharmaseed.org/teacher/210/talk/12522/,"brahmaviharas,emptiness/insight","metta,Practice: welcoming/allowing"
2011-04-01,,Assorted Writings,1,2011_0401 An Open Letter and Proposal to All Who Are Involved in the Dharma.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/dJuw7t1Jo4bnEviXZOCNtA/8LCDdHZt9vReAq37Q97_4dbAxXj_HHWYdFgSQDOA6yq0L3DdQDC96Yv5LkrYbOmk7N2s5dW7esEdoZ9otQV25FvYwsOX-8p1KcWt4iFZ1IHM8dqubk-jPhtZOG3piV3hrCY3O87FIB4hRO5YVXZfNqnFJ4T-W63p64SkVpapkHo/9EQiyIjFvq2nDrYm4v2a5W9Y3HEuH19ZR4S-xwIK8F4),An Open Letter and Proposal to All Who Are Involved in the Dharma,https://www.sanghaseva.org/info/ClimateChange.html,other topics,ethics/engagement
2011-07-29,2011_0729 The Boundless Heart.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/YOrRR5XSTKdTrx_lmMNTvw/SjWj1BpxaqX9LiuUwfE3l2NV8iFRiYNYnPjc-t0js2fI9z4ZHUHaRnYroEN-hksY0cbFNrZziN9hVeumu4HKC1Lj34ri3jOSAdEVnkFqsdJLjVQy336o03s4IqPUTSMx/CRorCJxy3G8kITZWcoLRL6lOuYyiL4lrTVa4PnfxZrA),The Boundless Heart,1,2011_0729 Reflections on the Retreat and on the Path.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/8QNaDulz0XsJhpNWcgYvxA/CBLpvPbLGDveOoVZl41CtZCgYnIHxPfFsNZMfQNsoCMk3Pn_ythDADhuWNHoCM1wUOO3wZY97v3kkHeSZRRT3NuN8eGGTboPfj6nBa14vEYoeQtK4Ly4sxfo9jpuWvpP1quN_df2ayKYnA4emueONA/6ZzRYZOYvdbmNElQKU_GjfUl3purA_G_PjbaIu1lMMA),Reflections on the Retreat and on the Path,https://dharmaseed.org/teacher/210/talk/13849/,other topics,"getting in touch with deeper priorities,practice as kindness,views/orientations in practice,desire/eros,emotions"
2011-07-30,,The Boundless Heart,2,2011_0730 Working with the Emotional Body - Instructions and Guided Meditation - Day One.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/DvvQSLkQWVH2FkicwAXQkw/K6XgFNGb3I4v6l3mhw1aQvwNOqLLswiZLuI57heX3W_CMAz9DJpMxBZPQzxexbJGUwhsvEYCz6ZCQqkM1-_PYd5Ndb50nMYHH1hB9bOWsDAhYJFe5a-45YUC0vY2-aLYmlsK0EjCz5RDtOcL04YoCLPFrJBG6uf9EINbLOsdQy_hJqNeXhodj-Gn0KkxRTOX/egqP6sz0NDbF1vXraR0-ntx617Ks6JZC-H4CSVdEReM),Working with the Emotional Body (Instructions and Guided Meditation: Day One),https://dharmaseed.org/teacher/210/talk/13853/,other topics,"emotions,""emotions: increase energy in attention, decrease in emotion"",""emotions: range, ability to be with, unknotting, confidence"",emotions / mind states: what are mind states or emotions?,practice as kindness,central line mindfulness,guided practice with the emotional body"
2011-07-31,,The Boundless Heart,3,2011_0731 Working with the Emotional Body - Instructions and Guided Meditation - Day Two.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/FQ6zWn6o9Fw21o5R4jt_FQ/yS-ex9m0TzgookqRjk9CKuWNZTWQBfslgZtHzlIEpE0qzgiMP9sQFrmXfJSnFqZK6A0qLfJQ1k6xIBmG5a9w8EvdfJjlLFY58JQDPu-QAwaWdqP6HZstMFVb2qiG4T08_40diN3qedzVcjzZyzBxJ8cgRG8pL0SEepYlXvtpqeGWNMEn765w6UpGGLmZEubi/4G8JV7OtsNNUzKYGHEEN3OXHLC5tV_dmSXAZiuyBjsk),Working with the Emotional Body (Instructions and Guided Meditation: Day Two),https://dharmaseed.org/teacher/210/talk/13857/,other topics,"emotions,energy body,working with tiredness / dullness,working with pain / discomfort,qualities of attention: softness versus intensity,emotions / mind states: attending to  calmness or 'not much going on',practice as kindness,guided practice with the emotional body"
2011-07-31,,The Boundless Heart,4,2011_0731 The Meditator as Revolutionary.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/HcPx2RHNf4q902FYmXgxXA/IAIN5cfDXtNS1d5CM2aKf2arTOU2w4grVaaiRWXnj1xukGz_G_aPFHf65n5x5KCJOuLhYi4mdFM3KVInKGH61VL1ZLJnYeGhtxz092epJY0m2g_hQRQ7hNV3LeqM7007/16MddKF0CxzzeN9vjLAJp3rsCRBGx3-plUpfK6ZEfMY),The Meditator as Revolutionary,https://dharmaseed.org/teacher/210/talk/13850/,other topics,"ethics/engagement,developing capacity to feel the pain of our times,societal influence on extrinsic/intrinsic values,emotions / mind states: differentiating fear from concern,emotions / mind states: anger as energized responsiveness,emptiness/insight: how insight and taking risks feed each other,views/orientations in practice,fantasies of the path,emotions,images: early talks on images"
2011-08-01,,The Boundless Heart,5,2011_0801 Working with the Emotional Body - Instructions and Guided Meditation - Day Three.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/3sq-hJt1vHBmjPHvBjwxTw/ZEswo7q5QeN492hYVoi9oMGp-w6A3uPDzFkwzCYcvvxPn_YzrUd4r7I-xMD5yKVKoDvwFasxtpyxbmBFYt8c4xPQzRFXhCjaYg596xzjIdxf8h9CexYj6Hc-Ap8CHXIsbXdrRsC0MjvxBZV1eJu2vSartnQKvfaPZSI57PjSyL5J14mIHBaFMlB3Gsdljr7y/fcxrXSKbb7JFyTzjU0opzp1HdqLHE_NAQlvljXubkc0),Working with the Emotional Body (Instructions and Guided Meditation: Day Three),https://dharmaseed.org/teacher/210/talk/13856/,other topics,"emotions,energy body,emotions: labelling/not labelling unfolds experience differently,Practice: noticing assumptions,seeing as perfect,""emotions: increase energy in attention, decrease in emotion"",Practice: chopping off past and future,guided practice with the emotional body"
2011-08-02,,The Boundless Heart,6,2011_0802 Working with the Emotional Body - Instructions and Guided Meditation - Day Four.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/h-JeEjDDogAMt2UyhxAHHQ/6pGa7VUdBYv-hYwbqi7heWrZlAu6jQwIpsu-UXXD1AFtmNzXUPlgEs8Rv8JkmDRLe_HAlz-ipcpcvPT2rmwJEUKFTpVGdiRM5bB1lOCxxflHl3nD3NF_UKm4LxhsivvBh_j98IfBaeDK_BvyFx7ctWW540lGOxoKslAFts1V6AievnFd-7xFI8XqjYRUsBIb/M4JOvPR9S9vnhaJno2d-OgdfoD7JHEB_cAqc1AWpUM4),Working with the Emotional Body (Instructions and Guided Meditation: Day Four),https://dharmaseed.org/teacher/210/talk/13852/,other topics,"emotions,practice as kindness,energy body,Practice: opening to sounds and silence,central line mindfulness,Practice: spacious or vast awareness,guided practice with the emotional body"
2011-08-02,,The Boundless Heart,7,2011_0802 At Home in the Universe.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/fLR-VDLT049ErHM3idbm2w/pssqgVU6k15-X3yxkeSiny0QNQK3O4dlHmuy8aK1bLs-jkEB0wzr4CGSjy0x4BjjoYAzbS6UQM4hPJiVmp3KhVw13R2TJK9uOxFny0buQ_uqXtNzwbYJkPjM0cNAreLs/9X6TxE7A2_KR12cTEkGmGBCcYQg-9fYw3tqqWvE9SE8),At Home in the Universe,https://dharmaseed.org/teacher/210/talk/13848/,"emptiness/insight,other topics","""ways practice can bring sense of at-homeness, belonging"",emotions / mind states: fearlessness in regard to emotions,societal influence on extrinsic/intrinsic values,working skilfully with individualism and identity,existentialist Dharma,mystical sense of home / at-homeness in existence,emptiness/insight: nothing independent of the way of looking,views/orientations in practice,fantasies of the path,personality level - working with reified self,emotions"
2011-08-03,,The Boundless Heart,8,2011_0803 Working with the Emotional Body - Instructions and Guided Meditation - Day Five.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/lqmcrUUP4NtNpGfD-8pEZA/k9VKc4g9awocZnmrg35erbr7Alz2VsZ28-r8CBIrERScr_5ZoLekbrlbtgU6e1n9YRRUYo9ucSWN7YOGmfJsS1ksx9r9H7KAgUogZzlPAP2vLZa03vqYmAaDkPLhaOoUs7x_1c00ScxRBUJj-D3beTktjRmSRPzp-wa8WWQIkbyU78hdrzktxtw3Oc5uuenM/ErScmJtmfzyrjQh-8RjIo57InaHHTtM_xJ9frANWtlY),Working with the Emotional Body (Instructions and Guided Meditation: Day Five),https://dharmaseed.org/teacher/210/talk/13851/,other topics,"emotions,""emotions / mind states, resourcing and cultivating skillful"",noticing/inhabiting power and strength,judgment/inner critic,energy body,Practice: spacious or vast awareness"
2011-08-04,,The Boundless Heart,9,2011_0804 Working with the Emotional Body - Instructions and Guided Meditation - Day Six.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/oLhvLqxYliUtXGjd0PftdQ/XraaH0V2Ll-BbGlN9Wh7t0jQUl7ChLR3Hrw8uaeee0NuMmyed1C-5GUBr__a-OyWuESDWl2451rzOJMwRfW0q1wc8DpPCDzqd7ILiKDjYhC7ugvPoc2vyae0Su5I5qUqJbrzO-7S2o9b9dY-aUGuoJdauuQTJ-37l_ieip1hUe7QGNSgC8vnHjoG27KXOnpN/HNMWCl8OERNdpjC3gZk3H0QygtlGoguOAKJwcVYCyKo),Working with the Emotional Body (Instructions and Guided Meditation: Day Six),https://dharmaseed.org/teacher/210/talk/13855/,other topics,"emotions,practice as kindness,Practice: welcoming/allowing,emotions / mind states: relationship of aversion and heart closing,""emptiness/insight: fading, unfabricating"",central line mindfulness,energy body,guided practice with the emotional body"
2011-08-04,,The Boundless Heart,10,"""2011_0804 A Mystical Kiss - for Mystics, Anti-Mystics, Lovers, and Realists.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/4e1FDb-Mj3aQfRvW4iKNMA/kebfDKLNQd1_TFltIKc1vIVQpoGpRtyro7r9rKoc6_f0cC1DnszuEYKYNgmf63ZEuSx6JS6Y1GjRO8NCxV-dS8f5hkaPd6CA7ukzzbLyHJY4j1nZGo9K2295kNefubhYK-DCIP0L0o5KRXtTpPtlYSPNuDAir3n8VkdiKP-v1i0/9IK1oAaA04Hqn46t_EvfvoWX9nVierZe_vhYfHXIxcg)""","A Mystical Kiss (...for Mystics, Anti-Mystics, Lovers, and Realists...)",https://dharmaseed.org/teacher/210/talk/13846/,"emptiness/insight,other topics","mystical experiences: what are they?,via negativa and via positiva,sanctification: what's involved in sanctifying life?,reverence: what blocks and unblocks reverence?,emptiness/insight: nothing independent of the way of looking,fantasy as a holy mystery of being,""emptiness/insight: fading, unfabricating"",wonder"
2011-08-05,,The Boundless Heart,11,2011_0805 Working with the Emotional Body - Instructions and Guided Meditation - Day Seven.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/9qSAO-HLlfroxXorulkdTg/o_g_bYd0OPt_TAR44WMoovKioDFNwGjOxWcN6ywP-P7XTjBFWLGFhlSeQnSqyOpi2BKppDau58LuOroSt9GEeJXf4JuGlKsmjx3cjGPmSYpONOY8TCCFp5ukp8zng5TIokbJb2mRQqvnjVSGidcmaQo_6tpgD1ENPu05QXDARjkJRkltG9Y16xHJpig82ERE/oq16zamjuSsqbsC8l_Q4wzaUuQRaeAKLYdV_WPQ4u1Q),Working with the Emotional Body (Instructions and Guided Meditation: Day Seven),https://dharmaseed.org/teacher/210/talk/13854/,other topics,"emotions,""central concepts: fabrication, ways of looking"",noticing/inhabiting power and strength,personality level - working with reified self"
2011-08-05,,The Boundless Heart,12,2011_0805 Am I Free to Inquire.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/naSoN50UqYC8AFVzI2t36Q/-lvhYhav_7Y7zlLmfq25bj6zzuSCEr3y3qeRZFkPAvRXNRIBzNVmuv9xXvmHcLk2V08OmvVw6A1v4mLPKmX_5NyxJn5fN74UqJiug7PUIFdkAH4Tpz9Zw1lJovlnm5JM/thDHDzuybASfKh-hwAdJD7VPVv125vdzUVof7efxwjY),Am I Free to Inquire?,https://dharmaseed.org/teacher/210/talk/13847/,other topics,"""emptiness: inquiring into the construction of suffering, self, world"",inquiring: what blocks questioning?,how questioning brings energy and dynamism,emotions: the relevance of ideas to heart work,open-endedness in the Dharma,views/orientations in practice,emotions"
2011-09-24,2011_0924 Cambridge Day Retreats - Beauty of Desire.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/XpvIDWpNCNKacYQeyQsjew/GiRxMJfZvH9JiqJdc74wrzfMctXW_Bfii7yOvOffYkVlHJuExP6bAEM1NRZWeEY39BIoYA0jIVzRaZKAV3H-ssiE18Wb2615OtYFzfB3eD2IMEOnDD7U-Npp3ZzpB2ABvRJhefh_rsV5opGFjpLnAA/92d84gHdY01xhVyHPaENg323Y--60dIin-kp3RTPIsU),Cambridge Day Retreats,1,2011_0924 Beauty of Desire - Intro.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/t5l5f7qc8K8ArrNb3ZNl3w/Mb04wYV6Nrm499iNTBXVBKgMjHg0iFrfiPBfdxKJ9x7AJHOZgXOMre3jX2zFQDACD_gP9amoFLLzyoJJO2W8s0dPMx5svj1cA3P0CKT4i_XGQEJqjE-2u-InFwGsd2fc/-kCXIx-77bLPPGJENyQRSe-za5MqCNlJLNKkQ47pYwM),Beauty of Desire - Intro,https://drive.google.com/file/d/10G-KZR3ipG2XWYphDajIIuXIVtCArrvB/view?usp=sharing,other topics,"desire/eros,desire/eros: does desire always bring suffering?,guided inquiry into desire,inner critic arising in connection to deep longing,inquiring,faith,devotion"
